,matrix.nrow...1.,Match.No,Innings,Batting.Team,City,Date,Toss.Decision,Toss.Winner,Venue,Team1,Team2,Over,Runs.Batsman,Runs.Extras.Wides,Runs.Extras.No.Ball,Runs.Extras.Byes,Runs.Extras.Legbyes,Runs.Extras,Total.Runs,Wicket.Kind.Caught,Wicket.Kind.Caught.And.Bowled,Wicket.Kind.Bowled,Wicket.Kind.Lbw,Wicket.Kind.Runout,Wicket.Kind.Stumped,Wicket.Kind.Total
263,NA,413,2,Sri Lanka,Colombo,18-06-2012,bat,Pakistan,R Premadasa Stadium,Sri Lanka,Pakistan,49.5,226,12,0,0,10,22,248,2,1,2,0,2,1,8
264,NA,414,1,India,Hambantota,21-07-2012,bat,India,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,India,49.6,302,7,2,1,2,12,314,3,0,2,0,1,0,6
265,NA,414,2,Sri Lanka,Hambantota,21-07-2012,bat,India,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,India,49.6,270,16,0,1,6,23,293,4,0,1,3,1,0,9
266,NA,415,1,India,Hambantota,24-07-2012,bat,India,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,India,33.3,123,4,0,2,4,10,133,5,1,2,1,1,0,10
267,NA,415,2,Sri Lanka,Hambantota,24-07-2012,bat,India,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,India,19.5,111,14,0,0,10,24,135,1,0,0,0,0,0,1
268,NA,416,1,Sri Lanka,Colombo,28-07-2012,bat,Sri Lanka,R Premadasa Stadium,Sri Lanka,India,49.6,266,9,1,2,8,20,286,2,0,1,2,0,0,5
269,NA,416,2,India,Colombo,28-07-2012,bat,Sri Lanka,R Premadasa Stadium,Sri Lanka,India,49.4,273,4,0,0,11,15,288,1,1,1,1,1,0,5
270,NA,417,1,Sri Lanka,Colombo,31-07-2012,bat,Sri Lanka,R Premadasa Stadium,Sri Lanka,India,49.6,236,13,0,0,2,15,251,5,0,2,0,0,1,8
271,NA,417,2,India,Colombo,31-07-2012,bat,Sri Lanka,R Premadasa Stadium,Sri Lanka,India,42.2,245,6,2,0,2,10,255,1,0,1,2,0,0,4
272,NA,418,1,India,,4/8/2012,bat,India,Pallekele International Cricket Stadium,Sri Lanka,India,49.6,278,6,0,0,10,16,294,4,0,1,2,0,0,7
273,NA,418,2,Sri Lanka,,4/8/2012,bat,India,Pallekele International Cricket Stadium,Sri Lanka,India,45.4,245,13,0,2,14,29,274,5,0,1,2,2,0,10
274,NA,419,1,England,Rajkot,11/1/2013,bat,England,Saurashtra Cricket Association Stadium,India,England,49.6,313,10,2,0,0,12,325,2,1,0,0,1,0,4
275,NA,419,2,India,Rajkot,11/1/2013,bat,England,Saurashtra Cricket Association Stadium,India,England,49.6,307,7,1,0,1,9,316,6,1,2,0,0,0,9
276,NA,420,1,India,Kochi,15-01-2013,bat,India,Nehru Stadium,India,England,49.7,270,10,0,0,5,15,285,2,0,3,1,0,0,6
277,NA,420,2,England,Kochi,15-01-2013,bat,India,Nehru Stadium,India,England,35.6,147,4,0,5,2,11,158,4,0,2,3,1,0,10
278,NA,421,1,England,Ranchi,19-01-2013,field,India,JSCA International Stadium Complex,India,England,42.2,140,9,0,0,6,15,155,5,0,3,2,0,0,10
279,NA,421,2,India,Ranchi,19-01-2013,field,India,JSCA International Stadium Complex,India,England,28.1,150,5,0,1,1,7,157,1,0,2,0,0,0,3
280,NA,422,1,England,Chandigarh,23-01-2013,field,India,"Punjab Cricket Association Stadium, Mohali",India,England,49.6,243,4,0,2,8,14,257,4,1,1,1,0,0,7
281,NA,422,2,India,Chandigarh,23-01-2013,field,India,"Punjab Cricket Association Stadium, Mohali",India,England,47.3,251,5,0,0,2,7,258,2,1,0,2,0,0,5
282,NA,423,1,India,Dharamsala,27-01-2013,field,England,Himachal Pradesh Cricket Association Stadium,India,England,49.5,216,6,0,0,4,10,226,8,1,0,1,0,0,10
283,NA,423,2,England,Dharamsala,27-01-2013,field,England,Himachal Pradesh Cricket Association Stadium,India,England,47.2,212,7,0,0,8,15,227,1,0,2,0,0,0,3
284,NA,424,1,England,London,31-05-2013,field,New Zealand,Lord's,England,New Zealand,49.6,216,6,1,0,4,11,227,7,0,2,0,0,0,9
285,NA,424,2,New Zealand,London,31-05-2013,field,New Zealand,Lord's,England,New Zealand,46.5,205,10,0,4,12,26,231,4,0,1,0,0,0,5
286,NA,425,1,New Zealand,Southampton,2/6/2013,bat,New Zealand,The Rose Bowl,England,New Zealand,49.6,346,5,0,4,4,13,359,1,0,2,0,0,0,3
287,NA,425,2,England,Southampton,2/6/2013,bat,New Zealand,The Rose Bowl,England,New Zealand,44.1,263,6,1,0,3,10,273,5,0,3,0,1,1,10
288,NA,426,1,England,Nottingham,5/6/2013,field,New Zealand,Trent Bridge,England,New Zealand,49.7,276,7,2,0,2,11,287,2,0,0,2,2,0,6
289,NA,426,2,New Zealand,Nottingham,5/6/2013,field,New Zealand,Trent Bridge,England,New Zealand,46.3,238,6,2,2,5,15,253,8,0,1,1,0,0,10
290,NA,427,1,Ireland,Dublin,3/9/2013,field,England,"The Village, Malahide",Ireland,England,49.6,237,10,3,6,13,32,269,2,0,2,2,0,0,7
291,NA,427,2,England,Dublin,3/9/2013,field,England,"The Village, Malahide",Ireland,England,42.6,265,3,0,4,2,9,274,1,0,2,1,0,0,4
292,NA,428,1,Australia,Manchester,8/9/2013,field,England,Old Trafford,England,Australia,49.6,310,2,1,1,1,5,315,6,0,1,0,0,0,7
293,NA,428,2,England,Manchester,8/9/2013,field,England,Old Trafford,England,Australia,44.2,220,6,0,0,1,7,227,7,1,1,0,1,0,10
294,NA,429,1,England,Birmingham,11/9/2013,field,Australia,Edgbaston,England,Australia,15.1,52,7,0,0,0,7,59,1,1,0,0,1,0,3
295,NA,430,1,Australia,Cardiff,14-09-2013,field,England,Sophia Gardens,England,Australia,48.2,220,3,0,1,3,7,227,4,0,3,2,1,0,10
296,NA,430,2,England,Cardiff,14-09-2013,field,England,Sophia Gardens,England,Australia,49.3,219,4,0,0,8,12,231,2,0,3,2,0,0,7
297,NA,431,1,Australia,Southampton,16-09-2013,bat,Australia,The Rose Bowl,England,Australia,49.1,279,9,0,0,10,19,298,8,1,0,0,0,1,10
298,NA,431,2,England,Southampton,16-09-2013,bat,Australia,The Rose Bowl,England,Australia,47.6,235,6,0,3,5,14,249,3,0,3,1,2,1,10
299,NA,432,1,South Africa,London,19-06-2013,field,England,Kennington Oval,England,South Africa,38.5,163,6,0,0,6,12,175,6,0,1,2,1,0,10
300,NA,432,2,England,London,19-06-2013,field,England,Kennington Oval,England,South Africa,37.3,171,4,0,0,4,8,179,2,0,1,0,0,0,3
301,NA,433,1,Sri Lanka,Cardiff,20-06-2013,field,India,Sophia Gardens,India,Sri Lanka,49.6,168,11,0,0,2,13,181,5,0,2,0,0,1,8
302,NA,433,2,India,Cardiff,20-06-2013,field,India,Sophia Gardens,India,Sri Lanka,34.7,166,10,0,1,5,16,182,0,0,1,0,0,1,2
303,NA,434,1,India,Birmingham,23-06-2013,field,England,Edgbaston,England,India,19.6,125,4,0,0,0,4,129,5,0,1,0,1,0,7
304,NA,434,2,England,Birmingham,23-06-2013,field,England,Edgbaston,England,India,19.6,119,4,0,0,1,5,124,4,0,1,0,1,2,8
305,NA,435,1,South Africa,Paarl,19-01-2013,field,New Zealand,Boland Park,South Africa,New Zealand,46.2,190,10,1,4,3,18,208,5,0,1,4,0,0,10
306,NA,435,2,New Zealand,Paarl,19-01-2013,field,New Zealand,Boland Park,South Africa,New Zealand,45.4,178,15,3,0,13,31,209,3,0,2,3,1,0,9
307,NA,436,1,New Zealand,Kimberley,22-01-2013,field,South Africa,De Beers Diamond Oval,South Africa,New Zealand,49.6,270,5,0,0,4,9,279,4,0,2,1,1,0,8
308,NA,436,2,South Africa,Kimberley,22-01-2013,field,South Africa,De Beers Diamond Oval,South Africa,New Zealand,49.1,247,4,1,0,0,5,252,3,0,2,0,5,0,10
309,NA,437,1,South Africa,Bloemfontein,10/3/2013,field,Pakistan,Chevrolet Park,South Africa,Pakistan,49.6,303,6,0,1,5,12,315,4,0,0,0,0,0,4
310,NA,437,2,Pakistan,Bloemfontein,10/3/2013,field,Pakistan,Chevrolet Park,South Africa,Pakistan,36.2,180,4,0,0,6,10,190,7,1,0,1,1,0,10
311,NA,438,1,South Africa,Centurion,15-03-2013,bat,South Africa,SuperSport Park,South Africa,Pakistan,43.2,172,9,0,0,10,19,191,7,1,1,1,0,0,10
312,NA,438,2,Pakistan,Centurion,15-03-2013,bat,South Africa,SuperSport Park,South Africa,Pakistan,39.3,183,6,0,0,3,9,192,3,0,1,0,0,0,4
313,NA,439,1,South Africa,Johannesburg,17-03-2013,field,Pakistan,New Wanderers Stadium,South Africa,Pakistan,49.6,321,13,1,0,8,22,343,4,0,1,0,0,0,5
314,NA,439,2,Pakistan,Johannesburg,17-03-2013,field,Pakistan,New Wanderers Stadium,South Africa,Pakistan,48.1,298,7,1,0,3,11,309,7,1,2,0,0,0,10
315,NA,440,1,South Africa,Durban,21-03-2013,bat,South Africa,Kingsmead,South Africa,Pakistan,49.6,223,9,0,0,2,11,234,4,0,4,1,0,0,9
316,NA,440,2,Pakistan,Durban,21-03-2013,bat,South Africa,Kingsmead,South Africa,Pakistan,48.4,218,13,0,1,4,18,236,4,0,1,0,1,0,7
317,NA,441,1,Pakistan,Benoni,24-03-2013,bat,Pakistan,Willowmoore Park,South Africa,Pakistan,49.1,189,11,1,0,4,16,205,7,0,2,0,1,0,10
318,NA,441,2,South Africa,Benoni,24-03-2013,bat,Pakistan,Willowmoore Park,South Africa,Pakistan,43.6,190,7,0,6,5,18,208,2,0,2,0,0,0,4
319,NA,442,1,England,Hamilton,17-02-2013,field,New Zealand,Seddon Park,New Zealand,England,49.3,248,5,1,0,4,10,258,7,0,3,0,0,0,10
320,NA,442,2,New Zealand,Hamilton,17-02-2013,field,New Zealand,Seddon Park,New Zealand,England,48.6,246,6,0,0,7,13,259,4,0,1,1,1,0,7
321,NA,443,1,New Zealand,Napier,20-02-2013,field,England,McLean Park,New Zealand,England,48.5,262,3,1,0,3,7,269,8,0,2,0,0,0,10
322,NA,443,2,England,Napier,20-02-2013,field,England,McLean Park,New Zealand,England,47.4,266,3,0,0,1,4,270,1,1,0,0,0,0,2
323,NA,444,1,New Zealand,Auckland,23-02-2013,field,England,Eden Park,New Zealand,England,43.6,174,8,0,0,3,11,185,7,1,0,1,1,0,10
324,NA,444,2,England,Auckland,23-02-2013,field,England,Eden Park,New Zealand,England,37.3,181,4,0,0,1,5,186,5,0,0,0,0,0,5
325,NA,445,1,Pakistan,,28-08-2012,bat,Pakistan,Sharjah Cricket Stadium,Australia,Pakistan,45.1,181,4,0,0,13,17,198,7,0,3,0,0,0,10
326,NA,445,2,Australia,,28-08-2012,bat,Pakistan,Sharjah Cricket Stadium,Australia,Pakistan,48.2,187,6,0,1,5,12,199,2,0,1,3,0,0,6
327,NA,446,1,Australia,Abu Dhabi,31-08-2012,bat,Australia,Sheikh Zayed Stadium,Australia,Pakistan,49.6,229,5,5,0,9,19,248,1,1,3,3,0,1,9
328,NA,446,2,Pakistan,Abu Dhabi,31-08-2012,bat,Australia,Sheikh Zayed Stadium,Australia,Pakistan,43.4,223,20,0,0,6,26,249,2,0,1,0,0,0,3
329,NA,447,1,Pakistan,,3/9/2012,field,Australia,Sharjah Cricket Stadium,Australia,Pakistan,49.6,226,13,0,4,1,18,244,5,0,1,1,0,0,7
330,NA,447,2,Australia,,3/9/2012,field,Australia,Sharjah Cricket Stadium,Australia,Pakistan,46.6,243,3,0,0,4,7,250,4,0,2,0,0,1,7
331,NA,448,1,Australia,,25-08-2012,bat,Australia,Sharjah Cricket Association Stadium,Afghanistan,Australia,49.6,264,1,2,1,4,8,272,2,1,3,0,1,1,8
332,NA,448,2,Afghanistan,,25-08-2012,bat,Australia,Sharjah Cricket Association Stadium,Afghanistan,Australia,43.5,185,11,0,1,9,21,206,5,0,4,1,0,0,10
333,NA,449,1,Australia,,11/1/2013,bat,Australia,Melbourne Cricket Ground,Australia,Sri Lanka,49.7,295,5,0,2,3,10,305,4,0,0,0,1,0,5
334,NA,449,2,Sri Lanka,,11/1/2013,bat,Australia,Melbourne Cricket Ground,Australia,Sri Lanka,39.8,185,9,0,2,2,13,198,7,0,0,0,3,0,10
335,NA,450,1,Australia,,13-01-2013,field,Sri Lanka,Adelaide Oval,Australia,Sri Lanka,46.5,164,4,0,1,1,6,170,7,0,0,2,1,0,10
336,NA,450,2,Sri Lanka,,13-01-2013,field,Sri Lanka,Adelaide Oval,Australia,Sri Lanka,40.1,167,2,0,0,3,5,172,2,0,0,0,0,0,2
337,NA,451,1,Australia,Brisbane,18-01-2013,bat,Australia,"Brisbane Cricket Ground, Woolloongabba",Australia,Sri Lanka,26.4,69,3,0,0,2,5,74,6,0,3,1,0,0,10
338,NA,451,2,Sri Lanka,Brisbane,18-01-2013,bat,Australia,"Brisbane Cricket Ground, Woolloongabba",Australia,Sri Lanka,19.6,70,3,1,0,1,5,75,6,0,0,0,0,0,6
339,NA,452,1,Australia,,20-01-2013,bat,Australia,Sydney Cricket Ground,Australia,Sri Lanka,49.6,212,2,0,1,7,10,222,4,0,1,4,0,0,9
340,NA,452,2,Sri Lanka,,20-01-2013,bat,Australia,Sydney Cricket Ground,Australia,Sri Lanka,3.2,13,1,0,0,0,1,14,0,0,0,0,0,0,0
341,NA,453,1,Australia,Hobart,23-01-2013,field,Sri Lanka,Bellerive Oval,Australia,Sri Lanka,49.6,240,5,0,0,2,7,247,1,1,1,1,1,0,5
342,NA,453,2,Sri Lanka,Hobart,23-01-2013,field,Sri Lanka,Bellerive Oval,Australia,Sri Lanka,48.4,196,6,1,0,12,19,215,7,0,3,0,0,0,10
343,NA,454,1,West Indies,Perth,1/2/2013,bat,West Indies,Western Australia Cricket Association Ground,Australia,West Indies,23.5,53,6,0,8,3,17,70,7,0,3,0,0,0,10
344,NA,454,2,Australia,Perth,1/2/2013,bat,West Indies,Western Australia Cricket Association Ground,Australia,West Indies,9.2,69,2,0,0,0,2,71,1,0,0,0,0,0,1
345,NA,455,1,Australia,Perth,3/2/2013,field,West Indies,Western Australia Cricket Association Ground,Australia,West Indies,49.6,247,9,0,0,10,19,266,5,0,2,0,0,0,7
346,NA,455,2,West Indies,Perth,3/2/2013,field,West Indies,Western Australia Cricket Association Ground,Australia,West Indies,38.1,188,11,0,0,13,24,212,4,0,0,4,1,1,10
347,NA,456,1,Australia,Canberra,6/2/2013,bat,Australia,Manuka Oval,Australia,West Indies,49.6,323,3,2,1,0,6,329,5,1,1,0,0,0,7
348,NA,456,2,West Indies,Canberra,6/2/2013,bat,Australia,Manuka Oval,Australia,West Indies,47.3,279,6,1,0,4,11,290,3,0,6,0,1,0,10
349,NA,457,1,West Indies,,8/2/2013,bat,West Indies,Sydney Cricket Ground,Australia,West Indies,49.4,209,9,0,1,1,11,220,7,0,1,1,1,0,10
350,NA,457,2,Australia,,8/2/2013,bat,West Indies,Sydney Cricket Ground,Australia,West Indies,44.5,203,8,2,0,8,18,221,4,0,0,1,0,0,5
351,NA,458,1,Australia,,10/2/2013,field,West Indies,Melbourne Cricket Ground,Australia,West Indies,49.6,256,7,1,1,9,18,274,4,0,1,0,0,0,5
352,NA,458,2,West Indies,,10/2/2013,field,West Indies,Melbourne Cricket Ground,Australia,West Indies,49.5,241,9,0,1,6,16,257,7,0,2,0,1,0,10
353,NA,459,1,India,Cardiff,6/6/2013,field,South Africa,Sophia Gardens,India,South Africa,49.6,317,8,2,0,4,14,331,6,0,0,0,1,0,7
354,NA,459,2,South Africa,Cardiff,6/6/2013,field,South Africa,Sophia Gardens,India,South Africa,49.7,296,7,1,0,1,9,305,5,0,2,1,2,0,10
355,NA,460,1,Pakistan,London,7/6/2013,field,West Indies,Kennington Oval,Pakistan,West Indies,47.6,164,5,0,0,1,6,170,7,0,1,0,2,0,10
356,NA,460,2,West Indies,London,7/6/2013,field,West Indies,Kennington Oval,Pakistan,West Indies,40.4,155,5,2,0,10,17,172,5,0,1,1,0,1,8
357,NA,461,1,England,Birmingham,8/6/2013,bat,England,Edgbaston,England,Australia,49.7,250,6,1,0,12,19,269,3,0,3,0,0,0,6
358,NA,461,2,Australia,Birmingham,8/6/2013,bat,England,Edgbaston,England,Australia,49.7,213,1,1,0,6,8,221,6,0,2,1,0,0,9
359,NA,462,1,Sri Lanka,Cardiff,9/6/2013,bat,Sri Lanka,Sophia Gardens,New Zealand,Sri Lanka,37.5,135,2,0,0,1,3,138,6,0,2,1,1,0,10
360,NA,462,2,New Zealand,Cardiff,9/6/2013,bat,Sri Lanka,Sophia Gardens,New Zealand,Sri Lanka,36.4,126,5,0,0,8,13,139,2,0,1,5,1,0,9
361,NA,463,1,South Africa,Birmingham,10/6/2013,bat,South Africa,Edgbaston,Pakistan,South Africa,49.6,224,4,1,0,5,10,234,3,0,0,2,4,0,9
362,NA,463,2,Pakistan,Birmingham,10/6/2013,bat,South Africa,Edgbaston,Pakistan,South Africa,44.6,152,8,0,0,7,15,167,5,1,4,0,0,0,10
363,NA,464,1,West Indies,London,11/6/2013,field,India,Kennington Oval,India,West Indies,49.6,225,2,0,4,2,8,233,5,0,1,2,0,1,9
364,NA,464,2,India,London,11/6/2013,field,India,Kennington Oval,India,West Indies,39.1,227,5,0,4,0,9,236,1,0,1,0,0,0,2
365,NA,465,1,Australia,Birmingham,12/6/2013,bat,Australia,Edgbaston,Australia,New Zealand,49.7,227,4,4,1,7,16,243,5,0,1,1,1,0,8
366,NA,465,2,New Zealand,Birmingham,12/6/2013,bat,Australia,Edgbaston,Australia,New Zealand,14.6,49,1,0,0,1,2,51,2,0,0,0,0,0,2
367,NA,466,1,England,London,13-06-2013,field,Sri Lanka,Kennington Oval,England,Sri Lanka,49.6,280,3,0,0,10,13,293,3,0,1,3,0,0,7
368,NA,466,2,Sri Lanka,London,13-06-2013,field,Sri Lanka,Kennington Oval,England,Sri Lanka,47.1,284,7,0,0,6,13,297,3,0,0,0,0,0,3
369,NA,467,1,South Africa,Cardiff,14-06-2013,field,West Indies,Sophia Gardens,South Africa,West Indies,30.7,215,9,0,2,4,15,230,5,0,0,0,1,0,6
370,NA,467,2,West Indies,Cardiff,14-06-2013,field,West Indies,Sophia Gardens,South Africa,West Indies,26.1,178,7,0,0,5,12,190,3,0,1,1,1,0,6
371,NA,468,1,Pakistan,Birmingham,15-06-2013,field,India,Edgbaston,India,Pakistan,39.4,162,2,0,0,1,3,165,5,0,2,1,2,0,10
372,NA,468,2,India,Birmingham,15-06-2013,field,India,Edgbaston,India,Pakistan,19.1,99,3,0,0,0,3,102,2,0,0,0,0,0,2
373,NA,469,1,England,Cardiff,16-06-2013,field,New Zealand,Sophia Gardens,England,New Zealand,23.3,162,4,1,0,2,7,169,7,1,0,1,1,0,10
374,NA,469,2,New Zealand,Cardiff,16-06-2013,field,New Zealand,Sophia Gardens,England,New Zealand,23.8,143,8,0,0,8,16,159,6,0,1,1,0,0,8
375,NA,470,1,Sri Lanka,London,17-06-2013,field,Australia,Kennington Oval,Australia,Sri Lanka,49.6,235,4,2,5,7,18,253,4,0,1,1,2,0,8
376,NA,470,2,Australia,London,17-06-2013,field,Australia,Kennington Oval,Australia,Sri Lanka,42.3,204,17,1,0,11,29,233,5,1,3,0,1,0,10
377,NA,471,1,New Zealand,,4/11/2012,bat,New Zealand,Pallekele International Cricket Stadium,Sri Lanka,New Zealand,49.6,230,11,0,1,8,20,250,4,0,2,0,0,0,6
378,NA,471,2,Sri Lanka,,4/11/2012,bat,New Zealand,Pallekele International Cricket Stadium,Sri Lanka,New Zealand,22.5,104,6,0,0,8,14,118,3,0,0,0,0,0,3
379,NA,472,1,New Zealand,,6/11/2012,field,Sri Lanka,Pallekele International Cricket Stadium,Sri Lanka,New Zealand,32.6,178,7,0,1,2,10,188,2,0,1,2,1,0,6
380,NA,472,2,Sri Lanka,,6/11/2012,field,Sri Lanka,Pallekele International Cricket Stadium,Sri Lanka,New Zealand,31.1,186,6,1,0,7,14,200,3,0,0,0,0,0,3
381,NA,473,1,New Zealand,Hambantota,10/11/2012,field,Sri Lanka,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,New Zealand,31.6,123,5,0,0,3,8,131,3,0,2,2,1,0,8
382,NA,473,2,Sri Lanka,Hambantota,10/11/2012,field,Sri Lanka,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,New Zealand,26.3,114,9,2,0,6,17,131,2,0,1,0,0,0,3
383,NA,474,1,Sri Lanka,Hambantota,12/11/2012,field,New Zealand,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,New Zealand,28.3,117,3,0,0,3,6,123,6,0,1,0,1,0,8
384,NA,475,1,West Indies,Khulna,30-11-2012,bat,West Indies,Sheikh Abu Naser Stadium,Bangladesh,West Indies,46.5,188,10,0,0,1,11,199,6,0,1,2,1,0,10
385,NA,475,2,Bangladesh,Khulna,30-11-2012,bat,West Indies,Sheikh Abu Naser Stadium,Bangladesh,West Indies,40.2,193,5,1,0,2,8,201,2,1,0,0,0,0,3
386,NA,476,1,Bangladesh,Khulna,2/12/2012,field,West Indies,Sheikh Abu Naser Stadium,Bangladesh,West Indies,49.7,266,19,1,0,6,26,292,6,0,0,0,0,0,6
387,NA,476,2,West Indies,Khulna,2/12/2012,field,West Indies,Sheikh Abu Naser Stadium,Bangladesh,West Indies,31.1,124,6,0,0,2,8,132,6,0,2,1,1,0,10
388,NA,477,1,Bangladesh,Mirpur,5/12/2012,field,West Indies,Shere Bangla National Stadium,Bangladesh,West Indies,49.1,200,18,1,4,3,26,226,8,0,0,1,0,1,10
389,NA,477,2,West Indies,Mirpur,5/12/2012,field,West Indies,Shere Bangla National Stadium,Bangladesh,West Indies,46.6,208,11,0,0,9,20,228,4,0,1,0,0,1,6
390,NA,478,1,West Indies,Mirpur,7/12/2012,field,Bangladesh,Shere Bangla National Stadium,Bangladesh,West Indies,49.8,192,14,0,0,5,19,211,5,1,2,1,0,0,9
391,NA,478,2,Bangladesh,Mirpur,7/12/2012,field,Bangladesh,Shere Bangla National Stadium,Bangladesh,West Indies,34.1,110,21,0,0,5,26,136,5,1,2,1,0,1,10
392,NA,479,1,West Indies,Mirpur,8/12/2012,field,Bangladesh,Shere Bangla National Stadium,Bangladesh,West Indies,47.6,194,18,0,0,5,23,217,4,0,1,2,2,1,10
393,NA,479,2,Bangladesh,Mirpur,8/12/2012,field,Bangladesh,Shere Bangla National Stadium,Bangladesh,West Indies,43.6,194,18,2,3,4,27,221,3,0,3,2,0,0,8
394,NA,480,1,India,Chennai,30-12-2012,field,Pakistan,"MA Chidambaram Stadium, Chepauk",India,Pakistan,49.6,205,9,2,0,11,22,227,1,0,5,0,0,0,6
