,matrix.nrow...1.,Match.No,Innings,Batting.Team,City,Date,Toss.Decision,Toss.Winner,Venue,Team1,Team2,Over,Runs.Batsman,Runs.Extras.Wides,Runs.Extras.No.Ball,Runs.Extras.Byes,Runs.Extras.Legbyes,Runs.Extras,Total.Runs,Wicket.Kind.Caught,Wicket.Kind.Caught.And.Bowled,Wicket.Kind.Bowled,Wicket.Kind.Lbw,Wicket.Kind.Runout,Wicket.Kind.Stumped,Wicket.Kind.Total
395,NA,480,2,Pakistan,Chennai,30-12-2012,field,Pakistan,"MA Chidambaram Stadium, Chepauk",India,Pakistan,48.1,218,3,1,0,6,10,228,2,0,2,0,0,0,4
396,NA,481,1,Pakistan,Kolkata,3/1/2013,field,India,Eden Gardens,India,Pakistan,48.3,244,6,0,0,0,6,250,3,0,3,2,1,1,10
397,NA,481,2,India,Kolkata,3/1/2013,field,India,Eden Gardens,India,Pakistan,47.7,147,14,0,0,4,18,165,3,0,2,3,0,2,10
398,NA,482,1,Canada,Dubai,11/3/2013,bat,Canada,ICC Global Cricket Academy,Canada,Kenya,49.6,204,10,0,6,7,23,227,5,0,2,1,0,0,8
399,NA,482,2,Kenya,Dubai,11/3/2013,bat,Canada,ICC Global Cricket Academy,Canada,Kenya,47.4,216,11,0,0,1,12,228,2,0,1,1,0,0,4
400,NA,483,1,West Indies,Grenada,22-02-2013,field,Zimbabwe,"National Cricket Stadium, St George's",West Indies,Zimbabwe,49.6,329,3,1,2,2,8,337,3,0,1,0,0,0,4
401,NA,483,2,Zimbabwe,Grenada,22-02-2013,field,Zimbabwe,"National Cricket Stadium, St George's",West Indies,Zimbabwe,49.6,159,10,3,4,5,22,181,6,0,2,1,0,0,9
402,NA,484,1,Zimbabwe,Grenada,26-02-2013,bat,Zimbabwe,"National Cricket Stadium, St George's",West Indies,Zimbabwe,49.6,198,9,0,0,4,13,211,2,1,3,2,1,0,9
403,NA,484,2,West Indies,Grenada,26-02-2013,bat,Zimbabwe,"National Cricket Stadium, St George's",West Indies,Zimbabwe,46.2,203,7,0,0,5,12,215,3,1,0,0,1,0,5
404,NA,485,1,Sri Lanka,Jamaica,28-06-2013,field,West Indies,"Sabina Park, Kingston",West Indies,Sri Lanka,48.3,197,4,0,5,2,11,208,9,0,0,1,0,0,10
405,NA,485,2,West Indies,Jamaica,28-06-2013,field,West Indies,"Sabina Park, Kingston",West Indies,Sri Lanka,37.5,188,10,0,4,7,21,209,2,0,0,1,1,0,4
406,NA,486,1,India,Jamaica,30-06-2013,field,West Indies,"Sabina Park, Kingston",West Indies,India,49.6,207,9,2,5,6,22,229,3,2,2,0,0,0,7
407,NA,486,2,West Indies,Jamaica,30-06-2013,field,West Indies,"Sabina Park, Kingston",West Indies,India,47.4,223,5,0,0,2,7,230,6,0,2,1,0,0,9
408,NA,487,1,Sri Lanka,Jamaica,2/7/2013,field,India,"Sabina Park, Kingston",India,Sri Lanka,49.6,325,16,0,1,6,23,348,1,0,0,0,0,0,1
409,NA,487,2,India,Jamaica,2/7/2013,field,India,"Sabina Park, Kingston",India,Sri Lanka,44.5,171,12,0,0,4,16,187,5,0,3,0,1,1,10
410,NA,488,1,Sri Lanka,Trinidad,7/7/2013,field,West Indies,"Queen's Park Oval, Port of Spain",West Indies,Sri Lanka,40.6,188,24,3,0,4,31,219,6,0,2,0,0,0,8
411,NA,488,2,West Indies,Trinidad,7/7/2013,field,West Indies,"Queen's Park Oval, Port of Spain",West Indies,Sri Lanka,40.6,181,9,0,0,0,9,190,5,2,1,1,0,0,9
412,NA,489,1,India,Trinidad,9/7/2013,field,Sri Lanka,"Queen's Park Oval, Port of Spain",India,Sri Lanka,28.6,110,3,2,1,3,9,119,1,0,1,1,0,0,3
413,NA,489,2,Sri Lanka,Trinidad,9/7/2013,field,Sri Lanka,"Queen's Park Oval, Port of Spain",India,Sri Lanka,24.4,85,5,0,0,6,11,96,7,0,1,1,0,1,10
414,NA,490,1,Sri Lanka,Trinidad,11/7/2013,field,India,"Queen's Park Oval, Port of Spain",India,Sri Lanka,48.5,178,13,0,4,6,23,201,7,0,0,0,0,3,10
415,NA,490,2,India,Trinidad,11/7/2013,field,India,"Queen's Park Oval, Port of Spain",India,Sri Lanka,49.4,188,11,0,2,2,15,203,5,0,1,3,0,0,9
416,NA,491,1,Pakistan,Edinburgh,17-05-2013,bat,Pakistan,"Grange Cricket Club Ground, Raeburn Place",Scotland,Pakistan,49.6,224,3,0,0,4,7,231,3,0,3,1,0,0,7
417,NA,491,2,Scotland,Edinburgh,17-05-2013,bat,Pakistan,"Grange Cricket Club Ground, Raeburn Place",Scotland,Pakistan,39.5,122,4,1,0,8,13,135,3,0,2,3,1,1,10
418,NA,492,1,Pakistan,Dublin,23-05-2013,bat,Pakistan,Clontarf Cricket Club Ground,Ireland,Pakistan,46.6,249,13,0,2,2,17,266,3,0,1,0,1,0,5
419,NA,492,2,Ireland,Dublin,23-05-2013,bat,Pakistan,Clontarf Cricket Club Ground,Ireland,Pakistan,46.6,260,7,0,0,8,15,275,3,0,2,0,0,0,5
420,NA,493,1,Ireland,Dublin,26-05-2013,field,Pakistan,Clontarf Cricket Club Ground,Ireland,Pakistan,49.6,203,17,2,0,7,26,229,7,0,1,1,0,0,9
421,NA,493,2,Pakistan,Dublin,26-05-2013,field,Pakistan,Clontarf Cricket Club Ground,Ireland,Pakistan,48.4,215,9,0,1,5,15,230,5,1,0,2,0,0,8
422,NA,494,1,Sri Lanka,Hambantota,25-03-2013,field,Bangladesh,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,Bangladesh,4.6,28,1,0,0,4,5,33,0,0,0,0,0,0,0
423,NA,495,1,Sri Lanka,,28-03-2013,bat,Sri Lanka,Pallekele International Cricket Stadium,Sri Lanka,Bangladesh,49.6,285,14,1,0,2,17,302,3,0,4,1,0,1,9
424,NA,495,2,Bangladesh,,28-03-2013,bat,Sri Lanka,Pallekele International Cricket Stadium,Sri Lanka,Bangladesh,25.7,158,9,0,4,13,26,184,4,0,0,2,1,0,7
425,NA,496,1,Bangladesh,Bulawayo,3/5/2013,field,Zimbabwe,Queens Sports Club,Zimbabwe,Bangladesh,49.7,237,18,0,5,9,32,269,6,0,1,0,1,0,8
426,NA,496,2,Zimbabwe,Bulawayo,3/5/2013,field,Zimbabwe,Queens Sports Club,Zimbabwe,Bangladesh,32.1,137,7,2,0,2,11,148,1,0,5,3,1,0,10
427,NA,497,1,Bangladesh,Bulawayo,5/5/2013,field,Zimbabwe,Queens Sports Club,Zimbabwe,Bangladesh,49.6,234,7,1,4,6,18,252,6,0,0,2,1,0,9
428,NA,497,2,Zimbabwe,Bulawayo,5/5/2013,field,Zimbabwe,Queens Sports Club,Zimbabwe,Bangladesh,47.5,241,7,0,0,5,12,253,2,0,1,1,0,0,4
429,NA,498,1,Bangladesh,Bulawayo,8/5/2013,field,Zimbabwe,Queens Sports Club,Zimbabwe,Bangladesh,49.6,235,9,2,0,1,12,247,7,0,1,0,1,0,9
430,NA,498,2,Zimbabwe,Bulawayo,8/5/2013,field,Zimbabwe,Queens Sports Club,Zimbabwe,Bangladesh,47.1,238,5,1,0,7,13,251,3,0,0,0,0,0,3
431,NA,499,1,Ireland,Amstelveen,7/7/2013,bat,Ireland,VRA Ground,Netherlands,Ireland,49.5,219,10,0,6,1,17,236,4,0,3,0,1,2,10
432,NA,499,2,Netherlands,Amstelveen,7/7/2013,bat,Ireland,VRA Ground,Netherlands,Ireland,35.6,145,3,0,0,0,3,148,7,1,2,0,0,0,10
433,NA,500,1,Sri Lanka,Colombo,20-07-2013,field,South Africa,R Premadasa Stadium,Sri Lanka,South Africa,49.6,294,15,1,1,5,22,316,3,0,2,0,0,0,5
434,NA,500,2,South Africa,Colombo,20-07-2013,field,South Africa,R Premadasa Stadium,Sri Lanka,South Africa,31.5,127,2,0,4,7,13,140,6,0,3,0,0,1,10
435,NA,501,1,Sri Lanka,Colombo,23-07-2013,bat,Sri Lanka,R Premadasa Stadium,Sri Lanka,South Africa,49.3,195,20,2,0,6,28,223,5,1,1,1,1,0,9
436,NA,501,2,South Africa,Colombo,23-07-2013,bat,Sri Lanka,R Premadasa Stadium,Sri Lanka,South Africa,20.6,98,4,0,0,2,6,104,2,0,1,2,0,0,5
437,NA,502,1,South Africa,,26-07-2013,bat,South Africa,Pallekele International Cricket Stadium,Sri Lanka,South Africa,49.6,218,2,0,0,3,5,223,3,0,3,0,1,0,7
438,NA,502,2,Sri Lanka,,26-07-2013,bat,South Africa,Pallekele International Cricket Stadium,Sri Lanka,South Africa,43.2,156,6,0,1,4,11,167,8,0,2,0,0,0,10
439,NA,503,1,South Africa,,28-07-2013,bat,South Africa,Pallekele International Cricket Stadium,Sri Lanka,South Africa,48.4,234,0,0,4,0,4,238,4,0,3,2,0,1,10
440,NA,503,2,Sri Lanka,,28-07-2013,bat,South Africa,Pallekele International Cricket Stadium,Sri Lanka,South Africa,43.6,219,17,1,0,2,20,239,2,0,0,0,0,0,2
441,NA,504,1,Sri Lanka,Colombo,31-07-2013,bat,Sri Lanka,R Premadasa Stadium,Sri Lanka,South Africa,49.7,291,8,0,0,8,16,307,3,0,1,0,0,0,4
442,NA,504,2,South Africa,Colombo,31-07-2013,bat,Sri Lanka,R Premadasa Stadium,Sri Lanka,South Africa,43.5,168,11,0,0,0,11,179,5,0,3,2,0,0,10
443,NA,505,1,England,,12/1/2014,bat,England,Melbourne Cricket Ground,Australia,England,49.6,265,3,0,0,1,4,269,4,0,2,1,0,0,7
444,NA,505,2,Australia,,12/1/2014,bat,England,Melbourne Cricket Ground,Australia,England,45.4,254,10,0,0,6,16,270,3,0,1,0,0,0,4
445,NA,506,1,England,Brisbane,17-01-2014,bat,England,"Brisbane Cricket Ground, Woolloongabba",Australia,England,49.6,283,12,1,0,4,17,300,4,1,0,1,1,1,8
446,NA,506,2,Australia,Brisbane,17-01-2014,bat,England,"Brisbane Cricket Ground, Woolloongabba",Australia,England,49.3,282,10,0,0,9,19,301,5,1,1,2,0,0,9
447,NA,507,1,England,,19-01-2014,bat,England,Sydney Cricket Ground,Australia,England,49.6,238,2,1,0,2,5,243,6,1,1,0,1,0,9
448,NA,507,2,Australia,,19-01-2014,bat,England,Sydney Cricket Ground,Australia,England,39.6,233,5,0,2,4,11,244,2,0,1,0,0,0,3
449,NA,508,1,England,Perth,24-01-2014,field,Australia,Western Australia Cricket Association Ground,Australia,England,49.6,300,16,0,0,0,16,316,7,0,1,0,0,0,8
450,NA,508,2,Australia,Perth,24-01-2014,field,Australia,Western Australia Cricket Association Ground,Australia,England,47.4,245,9,0,0,5,14,259,9,0,1,0,0,0,10
451,NA,509,1,Australia,,26-01-2014,bat,Australia,Adelaide Oval,Australia,England,49.6,204,4,0,0,9,13,217,5,0,3,1,0,0,9
452,NA,509,2,England,,26-01-2014,bat,Australia,Adelaide Oval,Australia,England,49.4,201,6,0,1,4,11,212,7,0,1,0,1,1,10
453,NA,510,1,West Indies,Antigua,28-02-2014,field,England,"Sir Vivian Richards Stadium, North Sound",West Indies,England,49.6,254,10,1,0,4,15,269,4,0,1,1,0,0,6
454,NA,510,2,England,Antigua,28-02-2014,field,England,"Sir Vivian Richards Stadium, North Sound",West Indies,England,49.6,242,9,0,1,2,12,254,5,0,1,0,0,0,6
455,NA,511,1,West Indies,Antigua,2/3/2014,field,England,"Sir Vivian Richards Stadium, North Sound",West Indies,England,44.2,148,6,0,0,5,11,159,5,1,2,0,0,2,10
456,NA,511,2,England,Antigua,2/3/2014,field,England,"Sir Vivian Richards Stadium, North Sound",West Indies,England,44.5,152,5,1,0,5,11,163,3,1,1,1,1,0,7
457,NA,512,1,England,Antigua,5/3/2014,field,West Indies,"Sir Vivian Richards Stadium, North Sound",West Indies,England,49.7,288,8,2,0,5,15,303,3,2,1,0,0,0,6
458,NA,512,2,West Indies,Antigua,5/3/2014,field,West Indies,"Sir Vivian Richards Stadium, North Sound",West Indies,England,47.4,264,5,0,3,6,14,278,6,0,3,0,1,0,10
459,NA,513,1,Zimbabwe,,24-07-2013,field,India,Harare Sports Club,Zimbabwe,India,49.6,215,4,0,2,7,13,228,2,0,4,1,0,0,7
460,NA,513,2,India,,24-07-2013,field,India,Harare Sports Club,Zimbabwe,India,44.5,223,5,1,0,1,7,230,4,0,0,0,0,0,4
461,NA,514,1,India,,26-07-2013,field,Zimbabwe,Harare Sports Club,Zimbabwe,India,49.6,266,15,8,0,5,28,294,5,0,1,0,2,0,8
462,NA,514,2,Zimbabwe,,26-07-2013,field,Zimbabwe,Harare Sports Club,Zimbabwe,India,49.6,216,6,1,1,12,20,236,4,0,2,2,1,0,9
463,NA,515,1,Zimbabwe,,28-07-2013,field,India,Harare Sports Club,Zimbabwe,India,45.7,166,10,2,0,5,17,183,6,0,1,2,1,0,10
464,NA,515,2,India,,28-07-2013,field,India,Harare Sports Club,Zimbabwe,India,35.4,178,7,0,0,2,9,187,2,1,0,0,0,0,3
465,NA,516,1,Zimbabwe,Bulawayo,1/8/2013,field,India,Queens Sports Club,Zimbabwe,India,42.5,136,4,0,2,2,8,144,5,0,3,1,1,0,10
466,NA,516,2,India,Bulawayo,1/8/2013,field,India,Queens Sports Club,Zimbabwe,India,30.5,142,2,0,0,1,3,145,0,0,1,0,0,0,1
467,NA,517,1,Zimbabwe,Bulawayo,3/8/2013,field,India,Queens Sports Club,Zimbabwe,India,39.6,153,3,3,0,4,10,163,7,0,2,1,0,0,10
468,NA,517,2,India,Bulawayo,3/8/2013,field,India,Queens Sports Club,Zimbabwe,India,33.6,149,12,0,4,2,18,167,1,0,2,0,0,0,3
469,NA,518,1,Pakistan,Guyana,14-07-2013,field,West Indies,Providence Stadium,West Indies,Pakistan,49.6,196,23,0,1,4,28,224,5,0,3,1,0,0,9
470,NA,518,2,West Indies,Guyana,14-07-2013,field,West Indies,Providence Stadium,West Indies,Pakistan,40.7,80,11,0,1,6,18,98,3,1,1,3,1,1,10
471,NA,519,1,West Indies,Guyana,16-07-2013,field,Pakistan,Providence Stadium,West Indies,Pakistan,49.7,194,21,1,5,11,38,232,2,0,3,0,2,1,8
472,NA,519,2,Pakistan,Guyana,16-07-2013,field,Pakistan,Providence Stadium,West Indies,Pakistan,47.5,181,11,0,0,3,14,195,7,0,2,0,0,1,10
473,NA,520,1,Pakistan,St Lucia,19-07-2013,field,West Indies,"Beausejour Stadium, Gros Islet",West Indies,Pakistan,49.7,212,11,0,0,6,17,229,5,0,1,0,0,0,6
474,NA,520,2,West Indies,St Lucia,19-07-2013,field,West Indies,"Beausejour Stadium, Gros Islet",West Indies,Pakistan,49.6,214,12,0,1,2,15,229,5,0,4,0,0,0,9
475,NA,521,1,West Indies,St Lucia,21-07-2013,field,Pakistan,"Beausejour Stadium, Gros Islet",West Indies,Pakistan,48.6,244,9,2,0,6,17,261,3,0,2,1,1,0,7
476,NA,521,2,Pakistan,St Lucia,21-07-2013,field,Pakistan,"Beausejour Stadium, Gros Islet",West Indies,Pakistan,29.6,184,3,1,0,1,5,189,2,0,0,1,1,0,4
477,NA,522,1,West Indies,St Lucia,24-07-2013,field,Pakistan,"Beausejour Stadium, Gros Islet",West Indies,Pakistan,49.6,227,9,0,0,6,15,242,7,0,0,0,0,0,7
478,NA,522,2,Pakistan,St Lucia,24-07-2013,field,Pakistan,"Beausejour Stadium, Gros Islet",West Indies,Pakistan,49.5,229,9,0,0,5,14,243,5,0,0,0,1,0,6
479,NA,523,1,Australia,Pune,13-10-2013,bat,Australia,Maharashtra Cricket Association Stadium,India,Australia,49.6,301,0,0,0,3,3,304,6,0,0,1,1,0,8
480,NA,523,2,India,Pune,13-10-2013,bat,Australia,Maharashtra Cricket Association Stadium,India,Australia,49.4,221,5,0,2,4,11,232,7,0,2,1,0,0,10
481,NA,524,1,Australia,Jaipur,16-10-2013,bat,Australia,Sawai Mansingh Stadium,India,Australia,49.6,349,5,0,0,5,10,359,3,0,0,0,2,0,5
482,NA,524,2,India,Jaipur,16-10-2013,bat,Australia,Sawai Mansingh Stadium,India,Australia,43.3,336,21,0,0,5,26,362,1,0,0,0,0,0,1
483,NA,525,1,India,Chandigarh,19-10-2013,field,Australia,"Punjab Cricket Association Stadium, Mohali",India,Australia,49.6,283,7,0,0,13,20,303,8,0,0,0,1,0,9
484,NA,525,2,Australia,Chandigarh,19-10-2013,field,Australia,"Punjab Cricket Association Stadium, Mohali",India,Australia,49.3,281,9,0,0,14,23,304,2,0,0,3,1,0,6
485,NA,526,1,Australia,Ranchi,23-10-2013,field,India,JSCA International Stadium Complex,India,Australia,49.6,285,3,0,0,7,10,295,2,0,3,2,0,1,8
486,NA,526,2,India,Ranchi,23-10-2013,field,India,JSCA International Stadium Complex,India,Australia,4.1,23,0,0,4,0,4,27,0,0,0,0,0,0,0
487,NA,527,1,Australia,Nagpur,30-10-2013,field,India,"Vidarbha Cricket Association Stadium, Jamtha",India,Australia,49.8,344,3,3,0,0,6,350,4,0,2,0,0,0,6
488,NA,527,2,India,Nagpur,30-10-2013,field,India,"Vidarbha Cricket Association Stadium, Jamtha",India,Australia,49.3,335,7,1,0,8,16,351,2,0,2,0,0,0,4
489,NA,528,1,India,Bangalore,2/11/2013,field,Australia,M Chinnaswamy Stadium,India,Australia,49.6,371,7,0,0,5,12,383,2,0,0,2,2,0,6
490,NA,528,2,Australia,Bangalore,2/11/2013,field,Australia,M Chinnaswamy Stadium,India,Australia,45.1,322,2,1,0,1,4,326,5,0,3,1,1,0,10
491,NA,529,1,South Africa,Johannesburg,5/12/2013,field,India,New Wanderers Stadium,South Africa,India,49.6,351,4,1,0,2,7,358,1,1,2,0,0,0,4
492,NA,529,2,India,Johannesburg,5/12/2013,field,India,New Wanderers Stadium,South Africa,India,40.7,188,24,0,4,1,29,217,4,1,3,0,2,0,10
493,NA,530,1,South Africa,Durban,8/12/2013,field,India,Kingsmead,South Africa,India,48.6,271,6,0,1,2,9,280,2,0,1,1,1,1,6
494,NA,530,2,India,Durban,8/12/2013,field,India,Kingsmead,South Africa,India,35.1,132,8,1,4,1,14,146,8,0,2,0,0,0,10
495,NA,531,1,South Africa,Centurion,11/12/2013,bat,South Africa,SuperSport Park,South Africa,India,49.6,296,3,0,0,2,5,301,5,0,2,1,0,0,8
496,NA,532,1,South Africa,,30-10-2013,bat,South Africa,Sharjah Cricket Stadium,Pakistan,South Africa,49.5,178,4,0,0,1,5,183,4,3,0,2,0,1,10
497,NA,532,2,Pakistan,,30-10-2013,bat,South Africa,Sharjah Cricket Stadium,Pakistan,South Africa,46.3,169,9,0,0,4,13,182,7,0,1,2,0,0,10
498,NA,533,1,Pakistan,,1/11/2013,bat,Pakistan,Dubai International Cricket Stadium,Pakistan,South Africa,49.4,195,9,1,0,4,14,209,6,1,1,1,1,0,10
499,NA,533,2,South Africa,,1/11/2013,bat,Pakistan,Dubai International Cricket Stadium,Pakistan,South Africa,40.4,138,3,1,0,1,5,143,3,0,3,3,0,1,10
500,NA,534,1,South Africa,Abu Dhabi,6/11/2013,bat,South Africa,Sheikh Zayed Stadium,Pakistan,South Africa,49.6,252,5,0,1,1,7,259,3,0,2,1,0,2,8
501,NA,534,2,Pakistan,Abu Dhabi,6/11/2013,bat,South Africa,Sheikh Zayed Stadium,Pakistan,South Africa,44.3,172,12,0,5,2,19,191,6,1,0,3,0,0,10
502,NA,535,1,South Africa,Abu Dhabi,8/11/2013,bat,South Africa,Sheikh Zayed Stadium,Pakistan,South Africa,49.6,256,0,0,1,9,10,266,3,0,1,1,0,0,5
503,NA,535,2,Pakistan,Abu Dhabi,8/11/2013,bat,South Africa,Sheikh Zayed Stadium,Pakistan,South Africa,49.2,230,7,0,0,1,8,238,5,0,3,0,2,0,10
504,NA,536,1,South Africa,,11/11/2013,bat,South Africa,Sharjah Cricket Stadium,Pakistan,South Africa,49.6,252,7,0,4,5,16,268,3,1,1,2,0,0,7
505,NA,536,2,Pakistan,,11/11/2013,bat,South Africa,Sharjah Cricket Stadium,Pakistan,South Africa,35.4,140,11,0,0,0,11,151,5,1,1,3,0,0,10
506,NA,537,1,Pakistan,,18-12-2013,bat,Pakistan,Sharjah Cricket Stadium,Pakistan,Sri Lanka,49.6,311,7,0,0,4,11,322,2,0,1,1,1,0,5
507,NA,537,2,Sri Lanka,,18-12-2013,bat,Pakistan,Sharjah Cricket Stadium,Pakistan,Sri Lanka,49.4,295,4,0,8,4,16,311,7,0,0,1,2,0,10
508,NA,538,1,Pakistan,,20-12-2013,field,Sri Lanka,Dubai International Cricket Stadium,Pakistan,Sri Lanka,49.7,270,10,1,0,3,14,284,1,0,0,2,1,0,4
509,NA,538,2,Sri Lanka,,20-12-2013,field,Sri Lanka,Dubai International Cricket Stadium,Pakistan,Sri Lanka,49.4,270,6,2,0,9,17,287,1,0,4,0,2,1,8
510,NA,539,1,Pakistan,,22-12-2013,field,Sri Lanka,Sharjah Cricket Stadium,Pakistan,Sri Lanka,49.6,309,7,0,0,10,17,326,2,0,2,0,1,0,5
511,NA,539,2,Sri Lanka,,22-12-2013,field,Sri Lanka,Sharjah Cricket Stadium,Pakistan,Sri Lanka,44.4,208,3,0,0,2,5,213,8,0,2,0,0,0,10
512,NA,540,1,Sri Lanka,Abu Dhabi,25-12-2013,bat,Sri Lanka,Sheikh Zayed Stadium,Pakistan,Sri Lanka,48.5,214,9,1,0,1,11,225,4,1,3,1,1,0,10
513,NA,540,2,Pakistan,Abu Dhabi,25-12-2013,bat,Sri Lanka,Sheikh Zayed Stadium,Pakistan,Sri Lanka,41.1,216,5,0,4,1,10,226,1,0,1,0,0,0,2
514,NA,541,1,Pakistan,Abu Dhabi,27-12-2013,bat,Pakistan,Sheikh Zayed Stadium,Pakistan,Sri Lanka,49.3,212,10,0,0,10,20,232,4,1,1,3,1,0,10
515,NA,541,2,Sri Lanka,Abu Dhabi,27-12-2013,bat,Pakistan,Sheikh Zayed Stadium,Pakistan,Sri Lanka,49.4,223,5,0,0,7,12,235,4,0,3,1,0,0,8
516,NA,542,1,Pakistan,,27-08-2013,bat,Pakistan,Harare Sports Club,Zimbabwe,Pakistan,49.6,228,9,0,0,7,16,244,4,0,0,0,2,1,7
517,NA,542,2,Zimbabwe,,27-08-2013,bat,Pakistan,Harare Sports Club,Zimbabwe,Pakistan,48.2,239,3,0,1,3,7,246,2,0,0,1,0,0,3
518,NA,543,1,Pakistan,,29-08-2013,field,Zimbabwe,Harare Sports Club,Zimbabwe,Pakistan,49.6,274,20,2,0,3,25,299,2,0,0,1,1,0,4
519,NA,543,2,Zimbabwe,,29-08-2013,field,Zimbabwe,Harare Sports Club,Zimbabwe,Pakistan,42.4,198,4,1,0,6,11,209,4,0,3,1,1,1,10
520,NA,544,1,Pakistan,,31-08-2013,field,Zimbabwe,Harare Sports Club,Zimbabwe,Pakistan,49.8,247,11,0,0,2,13,260,5,1,0,0,0,0,6
521,NA,544,2,Zimbabwe,,31-08-2013,field,Zimbabwe,Harare Sports Club,Zimbabwe,Pakistan,39.6,136,13,0,0,3,16,152,2,1,1,2,3,1,10
522,NA,545,1,Netherlands,King City,27-08-2013,field,Canada,Maple Leaf North-West Ground,Canada,Netherlands,27.5,135,7,0,0,1,8,143,6,0,2,0,2,0,10
523,NA,545,2,Canada,King City,27-08-2013,field,Canada,Maple Leaf North-West Ground,Canada,Netherlands,9.6,53,8,0,0,1,9,62,1,0,0,0,0,0,1
524,NA,546,1,Canada,King City,29-08-2013,field,Netherlands,Maple Leaf North-West Ground,Canada,Netherlands,24.4,53,14,0,0,0,14,67,4,0,3,3,0,0,10
525,NA,546,2,Netherlands,King City,29-08-2013,field,Netherlands,Maple Leaf North-West Ground,Canada,Netherlands,10.4,66,4,0,0,0,4,70,1,0,0,0,0,0,1
